utterance_id,text,emotion
Ses05M_script03_1_M002,Must be them then?,fear
Ses01M_script01_1_F002,How could he see it?  I was the first one up and he was still in bed.,surprise
Ses01M_impro06_M008,It's just really...really messed up.,sadness
Ses05F_impro03_F049,L.A. apartment is fine.,happiness
Ses02F_script03_1_M019,Yes.  Yes. With all his might.,excited
Ses04F_script02_1_M032,"I've got good instincts for these things.  Look there. What's that.  Is that?  Is that, is that-no it's just seaweed isn't it.",excited
Ses03M_impro08b_M008,Alright.  Um- Well that could be the problem. cause--,neutral
Ses01M_impro05_F016,I had nothing to do with the boarding attendance.  I'm sorry that your seat was wherever it was.,neutral
Ses04M_script01_1_M018,Going to ask her to marry me.,neutral
Ses03F_impro07_F003,Pregnant? What are you talking about? No.,surprise
Ses03F_script02_1_M030,For real?,surprise
Ses03M_script01_1_M012,That we haven't had any hope for years now?,anger
Ses04F_impro03_F034,"Throw in a little- little, uh, trim in yellow.  Maybe some yellow flowers.",excited
Ses04M_script02_1_M031,They're swimming right now as if that's the only thing that matters.  It's single mindedness with no mind.  Urgency that's pure urge.,excited
Ses04M_script03_1_M002,"It must be them, then.",fear
Ses03F_impro07_F029,Yeah. Those little-- --mattresses. I'll put it by my bed.,excited
Ses03M_impro01_M005,Okay.,frustration
Ses05F_impro02_M019,"Your Your mom, you want me to move in with your mom?",surprise
Ses02M_script03_1_M000,Good God.,fear
Ses04F_impro04_F005,I'm really good at what I do.  I just don't know how to make someone else see that.,anger
Ses01F_script02_1_F001,[BREATHING],frustration
Ses01M_script01_3_F021,You got to tell me.,sadness
Ses01F_impro03_M018,Wow.,surprise
Ses01M_script03_1_F002,What we're going to do?,fear
Ses03F_impro02_M005,What? You can't do that. Three weeks?,surprise
Ses04F_script02_2_F045,Well then I guess we don't need glasses.,happiness
Ses03F_impro07_M017,Shit. That's-,surprise
Ses02F_script01_1_M040,"Yes, on this I would.",neutral
Ses01F_script02_1_M035,"Look there, see?  What's that?  No, that's - that's just seaweed.",excited
Ses03M_impro07_F005,I know.  Oh my God.  Oh my God Joe I am so happy for you.  Well you know what that means?,surprise
Ses02F_script03_1_F000,Do you think it's them?,fear
Ses03F_impro06_F024,He was my brother.,sadness
Ses04M_script02_1_M033,Well so what did you think?,excited
Ses01F_impro03_M018,Wow.,surprise
Ses01M_script02_2_F038,Are you kidding me?  For heaven sake Augie anything I'm doing I'd rather be doing it with you.,surprise
Ses01M_impro07_F007,That is incredible. Do you get like a per diem?,excited
Ses04F_script02_1_M025,Okay but it's fish who do something none of the other fish do,frustration
Ses05M_impro02_F017,But so many people have died.,fear
Ses03M_impro07_F003,No way. Are you serious? Oh my God.  Congratulations. I'm so excited.,surprise
Ses04M_script03_1_F018,"Well that's serious enough, isn't it?",excited
Ses04F_script03_1_M001,I wonder.,fear
Ses02M_impro02_F014,I'll miss you too.,sadness
Ses01M_script01_1_F003,What was he doing here at four in the morning?,surprise
Ses01F_script03_1_M000,Good God.,fear
Ses03M_impro02_M033,Are you kidding me?  No.,surprise
Ses05M_impro02_M029,yeah yeah yeah.,sadness
Ses04F_impro03_M003,Holy shit that's amazing.,excited
Ses01M_script03_2_F027,You always had a weak head.,anger
Ses01F_impro07_F012,So I get to mold young minds. Mrs.?  That's my mother.,excited
Ses01F_script01_3_F017,Every day since.,happiness
Ses03M_script02_2_F016,"No we won't.  I mean, God, this isn't about the fish Augie.",anger
Ses02M_impro03_M008,"Yes, yes. You know, she - she was like - I mean, she was happy, you know",excited
Ses01M_script03_1_F001,Freda is the only one who knows we are here. She wouldn't ring up.,fear
Ses02F_script01_3_F016,I will never forgive you.  Why did you wait all these years?  All I did was sit and wonder if I was crazy for thinking of you.,happiness
Ses05M_impro02_F015,"Are you gonna be like in tanks running around?  What- I mean, what does that mean?",fear
Ses05F_script01_2_M016,What do you mean me above all?  Look at you.  You're shaking!,anger
Ses01M_script01_1_M015,"Yeah, okay all right, all right.  Listen, um, you know why I asked Annie here, right?",frustration
Ses05M_script03_1_F000,Do you think it's them?,fear
Ses04F_script03_1_M001,I wonder.,fear
Ses04F_script03_1_M002,It must be them then.,fear
Ses05M_impro06_F006,You guys have been-,sadness
Ses05F_impro04_M012,"Well, what are you going to do about it to make it different?",neutral
Ses05M_impro02_F015,"Are you gonna be like in tanks running around?  What- I mean, what does that mean?",fear
Ses03M_script02_1_M002,You know actually I wanted to go a little further up the coast and get away from all the lights and people but I was afraid you'd miss it.  How are you doing?,excited
Ses04M_script03_1_M001,I wonder.,fear
Ses02M_impro06_F001,"Oh my God. Oh my God, I'm so sorry.",surprise
Ses04F_script01_3_M045,I guess that included you.,sadness
Ses05M_impro06_M011,"And now I don't have that person anymore, you know.  And it's -- -- it's just, you.",sadness
Ses02F_impro03_M020,"Yeah, I'd love to be in that same situation some day, but, wow- so-",happiness
Ses04F_impro08_M019,because I know you're at a desk right now in your stupid corporate building and you're going to send me a check for sixteen dollars and forty two cents.,anger
Ses05M_script02_2_M007,"It's not that complicated.  We come down here, the grunions arrive, they do their little fish thing.  We say ooh, awe, look at the little fish.  And then they go home and we go home.",frustration
Ses03M_script03_2_F012,It's become a habit with you.,neutral
Ses04F_impro08_F018,"Alright, sir. Sir.  I'm going to transfer you to the address.",frustration
Ses05F_script01_1_M008,Being dishonest with him.  It's the kind of thing that pays off and now it's paying off.,sadness
Ses01F_script02_2_M017,"Okay.  So I am putting out the pets, getting the car out of the garage.",neutral
Ses04M_impro02_M035,"Well I guess we're at a stalemate then, aren't we?",frustration
Ses04M_impro03_F006,I can't believe this.  You're getting married. It's crazy!,excited
Ses02M_script03_1_M000,Good God.,fear
Ses05F_impro02_F008,"I don't know ""sigh"".",sadness
Ses03F_script03_1_F003,What are we to do?,fear
Ses03F_script01_2_M015,Why me above all?,anger
Ses01M_impro01_M003,"Yes, Jones.",neutral
Ses03M_script02_1_M000,"Hey, what time is it?  This pokes around midnight right?  God this is great isn't it?",excited
Ses03F_impro06_M014,I don't know.,sadness
Ses02M_script01_1_M016,You know why I brought Annie here don't you?,neutral
Ses01F_script03_1_M003,[BREATHING],fear
Ses05F_script03_2_M039,Turn it off.,anger
Ses05M_impro07_F023,"So when do you know, like, where you're gonna live? and-",happiness
Ses02F_script01_1_M043,I am thinkin' that way.,neutral
Ses05M_script02_2_F030,I didn't say that.,sadness
Ses04F_script02_2_F044,"Oh, Augie you brought refreshments.",happiness
Ses01F_impro06_M001,Is there anything I can get you?  Do you want me to take care of anything for you or...?,neutral
Ses05M_script02_1_M017,"Honey, it's a natural phenomenon.  I mean, this kind of thing only happens once a year.  It's a great opportunity.",excited
Ses05F_impro02_M041,I love you.,sadness
Ses04M_script01_2_F008,"She's not his girl, Joe.  She knows she's not.",anger
Ses01M_impro02_M014,"Hey listen, it's going to be okay though, all right?",sadness
Ses03F_script01_3_F031,Geez.,sadness
Ses04F_script01_1_M004,"No, I figured the best thing was to leave him alone.",sadness
Ses05F_impro05_M053,You have a wonderful day.,neutral
Ses05M_script02_1_F016,I'm just not.,sadness
Ses01M_impro03_M017,"Something blue, something new, something... no I don't know. [LAUGHTER] So yeah, wonder if she's going to pay me up front but do you think it's bad though, do you think they're going to like track the money or something?",excited
Ses03F_script02_1_M016,I wonder if they can hear us talk. Or hear the vibrations in the sand when we move.,excited
Ses03M_impro03_M032,"Yeah, she is good-looking.",happiness
Ses03F_script02_2_F050,Maybe this is the right place after all.,happiness
Ses04F_impro04_F008,"Yeah but you weren't unemployed for three years trying to find any job.  I mean at this point I'm going to go drive a cab or, you know, work at the gas station or something.  I don't even- I don't know what to do anymore.",anger
Ses04M_script03_1_M001,I wonder.,fear
Ses01M_script01_1_M003,I don't know.  But he went back in the kitchen and he cried.,sadness
Ses04M_script03_1_M001,I wonder.,fear
Ses01M_script01_3_M023,I don't know.,sadness
Ses01M_script01_1_F001,When?,surprise
Ses05M_impro04_M022,"I'm not like this all the time.  I mean, I don't -- I'm just frustrated right now, all right.  I just want to do --",frustration
Ses05F_script02_1_M009,"Are you cold?  You want my jacket?  We should have bought a blanket.  Our blanket-.  This is great, isn't it?",excited
Ses03M_script01_1_M019,I want to ask her to marry me.,neutral
Ses05F_impro07_F013,"I know they have a really, really great program for what I want to do.",excited
Ses03F_script02_1_M018,What? Are you kidding me? We just got here. We'd miss it. What's the point of coming down there if we just turn around and go home?,surprise
Ses01F_script03_2_F039,Oh.  Yes I am.,anger
Ses04M_impro05_F036,"I understand you're frustrated, but--",neutral
Ses01M_impro02_M021,I just wish there was something I could do.,sadness
Ses03M_impro03_F028,What?,surprise
Ses01M_script03_1_F002,What we're going to do?,fear
Ses03M_impro03_F016,"Oh god! You are damn cheap, cheap, cheap. Anyways, moving on. It's not like you're poor.  I mean your dad makes... okey",happiness
Ses01M_script03_1_M011,Ah...,happiness
Ses01M_script01_1_F034,What the hell is this?,surprise
Ses01F_impro06_F027,"There's another one, I can't remember.",neutral
Ses01M_script01_1_M003,I don't know.  But he went back in the kitchen and he cried.,sadness
Ses02F_impro01_F001,My--my original birth certificate?  But I don't carry that with me.,surprise
Ses03F_impro06_M006,How's his parents doing?,sadness
Ses05M_script03_1_M002,Must be them then?,fear
Ses04F_script01_1_M040,I want- I want a family.  I want some kids.  I want to build something I give myself to.  Annie is in the middle of that.  Now where do I find it?,frustration
Ses03F_impro02_F018,"Honey, I'm going to come back. It's not like that.",sadness
Ses03M_impro02_F005,Next week?,surprise
Ses05M_script03_1_F000,Do you think it's them?,fear
Ses02M_impro02_F007,It's going to be really rough.,sadness
Ses01M_script03_1_F001,Freda is the only one who knows we are here. She wouldn't ring up.,fear
Ses02F_impro03_M013,"Oh. Do they--do they know yet? Have you told them? Oh, that's--",neutral
Ses02F_impro03_F001,"Well, guess.  Guess, guess, guess, guess.",excited
Ses03F_script01_3_M014,"I'm embarrassing you. I didn't want to tell you it here. I wanted to go somewhere that would be brand-new to each other. It feels wrong here, don't you? This yard and this chair.",happiness
Ses02F_script03_1_F021,"Oh, thank you, dear.  The same applies to you except that if I catch so much as looking at another woman, I'll kill you.",happiness
Ses04F_impro07_F050,while I'm in school.  It'll be good.,excited
Ses04F_impro02_M018,That's all I'm saying... No you don't.,anger
Ses04M_impro06_F003,I'm sorry.  It's never easy.,sadness
Ses03M_impro01_F007,I think you're being a little condescending.,frustration
Ses03F_script03_1_F002,"I mean, nobody knows we're here except for Freda and she wouldn't ring up.",fear
Ses02F_script02_2_M042,"Well, look what we have here.",happiness
Ses05F_impro07_F039,exciting.,excited
Ses03F_impro07_M021,I got into film school at the Art Academy.,neutral
Ses02F_impro07_M017,"Right.  Right.  Right. Oh, man, then you're going to have to do orientation, I guess.",excited
Ses04F_impro03_M040,Wow.  I just- I- I- I feel like I'm going to faint.,excited
Ses04M_script03_1_M002,"It must be them, then.",fear
Ses05M_impro07_M036,"Loans, scholarships, I've got a lot of scholarships-- Yeah, yeah. I'm- I'm half Native American so I get all those scholarships, too. yeah.",excited
Ses03M_impro08a_F025,you need to fix my phone.  I don't care what you have to do--,frustration
